cod_mun|DAS_pagos|qtd_optantes|adimplencia|inadimplencia|uf|qtd_populacao_estimada|nm_municipio|vlr_adic_bruto_agropecuaria|vlr_adic_bruto_industria|vlr_adic_bruto_servicos|vlr_adic_bruto_administracao|vlr_adic_bruto_total|impostos_liquidos_sobre_produtos|pib|pib_per_capita|atividade_maior_vlr_adic_bruto|atividade_2maior_vlr_adic_bruto|atividade_3maior_vlr_adic_bruto
1504109|38|106|0.36|0.64|PA|8573|Magalhães Barata|26589|4214|13448|35796|80048|1701|81749|9591.61|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços
1504208|4005|9462|0.42|0.58|PA|283542|Marabá|309745|3355365|3022417|1173910|7861438|919362|8780799|31920.20|Indústrias extrativas|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social
1504307|198|506|0.39|0.61|PA|29516|Maracanã|59971|9152|44633|114899|228654|5940|234594|7971.52|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços
1504406|118|339|0.35|0.65|PA|28450|Marapanim|54646|9342|53224|110974|228185|6379|234564|8311.98|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita
1504422|1485|4167|0.36|0.64|PA|133685|Marituba|1792|196566|940006|513200|1651564|250308|1901872|14706.60|Administração, defesa, educação e saúde públicas e seguridade social|Comércio e reparação de veículos automotores e motocicletas|Demais serviços
1504455|272|489|0.56|0.44|PA|31975|Medicilândia|332824|26145|120825|112467|592261|21755|614016|19671.80|Agricultura, inclusive apoio à agricultura e a pós colheita|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços
1504505|31|227|0.14|0.86|PA|27890|Melgaço|25686|5770|24364|118951|174770|3390|178160|6498.64|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Produção florestal, pesca e aquicultura
1504604|118|239|0.49|0.51|PA|31530|Mocajuba|67952|11645|59825|144613|284035|10678|294713|9588.54|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Produção florestal, pesca e aquicultura
1504703|350|951|0.37|0.63|PA|83182|Moju|230933|76198|240631|324639|872401|71381|943782|11653.36|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços
1504752|237|230|1.03|-0.03|PA|16184|Mojuí dos Campos|32221|8131|37444|69182|146978|6372|153351|9595.20|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita
1504802|664|1115|0.60|0.40|PA|58162|Monte Alegre|262934|30554|163957|236937|694382|26763|721145|12455.01|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços
1504901|112|268|0.42|0.58|PA|40906|Muaná|80078|8058|37587|126069|251792|5708|257499|6472.59|Administração, defesa, educação e saúde públicas e seguridade social|Produção florestal, pesca e aquicultura|Demais serviços
1504950|164|255|0.64|0.36|PA|21444|Nova Esperança do Piriá|60450|8027|41478|88108|198063|6551|204614|9610.34|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços
1504976|105|259|0.41|0.59|PA|16854|Nova Ipixuna|29613|6395|32062|61871|129942|6401|136342|8263.67|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Pecuária, inclusive apoio à pecuária
1505007|183|311|0.59|0.41|PA|15506|Nova Timboteua|21087|5639|31569|54998|113292|5428|118720|7801.32|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita
1505031|941|1800|0.52|0.48|PA|25766|Novo Progresso|134186|56536|223221|115769|529713|54781|584494|22691.73|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Pecuária, inclusive apoio à pecuária
1505064|479|907|0.53|0.47|PA|77214|Novo Repartimento|257732|33849|216303|296349|804232|49889|854122|11449.04|Administração, defesa, educação e saúde públicas e seguridade social|Pecuária, inclusive apoio à pecuária|Demais serviços
1505106|713|1167|0.61|0.39|PA|52306|Óbidos|245164|35395|127696|208394|616649|24423|641073|12336.86|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços
1505205|136|380|0.36|0.64|PA|32850|Oeiras do Pará|183535|10853|48044|138971|381404|7098|388502|12077.28|Administração, defesa, educação e saúde públicas e seguridade social|Produção florestal, pesca e aquicultura|Agricultura, inclusive apoio à agricultura e a pós colheita
1505304|638|1321|0.48|0.52|PA|74016|Oriximiná|166799|549855|505602|295619|1517875|108834|1626709|22543.08|Indústrias extrativas|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social
1505403|198|289|0.69|0.31|PA|17961|Ourém|49297|10699|40530|61009|161535|7595|169130|9544.04|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços
1505437|403|786|0.51|0.49|PA|33335|Ourilândia do Norte|48565|125235|187559|134645|496004|114691|610695|18895.86|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Indústrias de transformação
1505486|258|509|0.51|0.49|PA|48414|Pacajá|241630|25376|119922|183022|569950|25702|595652|12677.22|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita|Pecuária, inclusive apoio à pecuária
1505494|28|84|0.33|0.67|PA|7582|Palestina do Pará|15447|3527|13156|31346|63477|1999|65475|8619.68|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Pecuária, inclusive apoio à pecuária
1505502|1796|3386|0.53|0.47|PA|114503|Paragominas|251382|651129|993299|474791|2370601|276549|2647150|23685.18|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Indústrias extrativas
1505536|3820|8562|0.45|0.55|PA|213576|Parauapebas|178553|10600510|3365826|1198069|15342958|652492|15995450|78841.15|Indústrias extrativas|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social
1505551|55|140|0.39|0.61|PA|5410|Pau D'Arco|25735|3961|19761|34233|83691|4298|87988|15833.79|Administração, defesa, educação e saúde públicas e seguridade social|Pecuária, inclusive apoio à pecuária|Demais serviços
1505601|103|171|0.60|0.40|PA|8081|Peixe-Boi|9076|2361|11025|30769|53232|1850|55082|6822.96|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita
1505635|72|140|0.51|0.49|PA|12979|Piçarra|126051|13109|32758|53577|225495|9677|235172|18113.83|Pecuária, inclusive apoio à pecuária|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita
1505650|158|222|0.71|0.29|PA|31659|Placas|87876|8618|41390|99856|237741|7724|245465|8103.04|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços
1505700|97|272|0.36|0.64|PA|31549|Ponta de Pedras|54728|5626|38887|106829|206070|5997|212067|6928.47|Administração, defesa, educação e saúde públicas e seguridade social|Produção florestal, pesca e aquicultura|Demais serviços
1505809|207|871|0.24|0.76|PA|62945|Portel|457837|39593|117640|261388|876457|17176|893633|14619.53|Agricultura, inclusive apoio à agricultura e a pós colheita|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços
1505908|447|742|0.60|0.40|PA|41801|Porto de Moz|62283|14843|58558|162921|298604|11340|309944|7660.88|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Produção florestal, pesca e aquicultura
1506005|99|257|0.39|0.61|PA|29846|Prainha|99959|10864|45028|127627|283478|5232|288710|9660.37|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita
1506104|167|298|0.56|0.44|PA|10857|Primavera|8076|77283|29755|45646|160760|38217|198977|18437.46|Indústrias de transformação|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços
1506112|129|241|0.54|0.46|PA|13702|Quatipuru|24674|2987|17667|49355|94682|2816|97498|7215.65|Administração, defesa, educação e saúde públicas e seguridade social|Produção florestal, pesca e aquicultura|Demais serviços
1506138|1625|3037|0.54|0.46|PA|85563|Redenção|71574|216012|921724|313170|1522480|280082|1802562|21459.84|Demais serviços|Comércio e reparação de veículos automotores e motocicletas|Administração, defesa, educação e saúde públicas e seguridade social
1506161|258|445|0.58|0.42|PA|18201|Rio Maria|134635|85389|120376|77173|417573|61878|479451|26363.76|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Pecuária, inclusive apoio à pecuária
1506187|675|1032|0.65|0.35|PA|52803|Rondon do Pará|95885|39512|161890|204728|502014|29890|531904|10248.03|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Pecuária, inclusive apoio à pecuária
1506195|279|377|0.74|0.26|PA|51500|Rurópolis|65879|27367|75175|164157|332577|17777|350354|7077.44|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita
1506203|618|1619|0.38|0.62|PA|40922|Salinópolis|16159|54105|213828|147087|431179|39213|470392|11636.45|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Comércio e reparação de veículos automotores e motocicletas
1506302|165|426|0.39|0.61|PA|24075|Salvaterra|23949|8404|48315|87270|167938|7043|174981|7470.17|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Produção florestal, pesca e aquicultura
1506351|256|701|0.37|0.63|PA|21449|Santa Bárbara do Pará|7827|38132|37014|73838|156810|15552|172363|8325.10|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Indústrias de transformação
1506401|16|49|0.33|0.67|PA|10314|Santa Cruz do Arari|23928|1308|8105|34657|67998|964|68962|6938.52|Administração, defesa, educação e saúde públicas e seguridade social|Produção florestal, pesca e aquicultura|Demais serviços
1506500|872|1895|0.46|0.54|PA|71837|Santa Izabel do Pará|85508|71107|278993|249507|685115|72845|757959|10867.42|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Comércio e reparação de veículos automotores e motocicletas
1506559|249|350|0.71|0.29|PA|19843|Santa Luzia do Pará|24822|6034|45498|78518|154871|8282|163153|8218.49|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Pecuária, inclusive apoio à pecuária
1506583|138|236|0.58|0.42|PA|21850|Santa Maria das Barreiras|179261|40041|66512|81077|366891|12967|379858|18052.36|Pecuária, inclusive apoio à pecuária|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita
1506609|357|597|0.60|0.40|PA|24995|Santa Maria do Pará|155106|26566|98482|85235|365389|18504|383892|15526.48|Agricultura, inclusive apoio à agricultura e a pós colheita|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços
1506708|464|876|0.53|0.47|PA|74419|Santana do Araguaia|190320|114422|215521|233054|753318|90256|843573|11850.10|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Pecuária, inclusive apoio à pecuária
1506807|5670|11979|0.47|0.53|PA|306480|Santarém|300892|460268|2537416|1092064|4390641|468330|4858971|16053.85|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Comércio e reparação de veículos automotores e motocicletas
1506906|55|106|0.52|0.48|PA|6753|Santarém Novo|7641|1855|7408|27333|44237|920|45157|6776.24|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita
1507003|258|588|0.44|0.56|PA|31918|Santo Antônio do Tauá|126953|30792|68527|120478|346749|20290|367039|11825.46|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços
1507102|138|291|0.47|0.53|PA|18129|São Caetano de Odivelas|35514|5598|29361|67328|137800|4510|142310|7919.32|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Produção florestal, pesca e aquicultura
1507151|172|365|0.47|0.53|PA|25753|São Domingos do Araguaia|75522|15708|78962|95613|265806|15213|281019|11082.05|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita
1507201|86|171|0.50|0.50|PA|32139|São Domingos do Capim|85731|9435|42988|123074|261228|5945|267173|8391.90|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços
1507300|755|1342|0.56|0.44|PA|132138|São Félix do Xingu|471182|164870|280202|391830|1308084|87640|1395724|11187.00|Pecuária, inclusive apoio à pecuária|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços
1507409|84|217|0.39|0.61|PA|15930|São Francisco do Pará|92621|10807|58651|60412|222492|11578|234070|14783.65|Agricultura, inclusive apoio à agricultura e a pós colheita|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços
1507458|224|476|0.47|0.53|PA|24705|São Geraldo do Araguaia|97527|87349|133573|105940|424389|65937|490326|19620.10|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Pecuária, inclusive apoio à pecuária
1507466|25|46|0.54|0.46|PA|6217|São João da Ponta|11553|1559|6507|23904|43524|1121|44645|7368.34|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços
1507474|138|379|0.36|0.64|PA|23244|São João de Pirabas|23966|7576|34477|92244|158262|6138|164400|7197.27|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Produção florestal, pesca e aquicultura
1507508|55|143|0.38|0.62|PA|14051|São João do Araguaia|31903|6301|20240|59587|118031|4312|122342|8776.35|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Pecuária, inclusive apoio à pecuária
1507607|478|1242|0.38|0.62|PA|59632|São Miguel do Guamá|224491|51789|153059|213215|642554|33699|676253|11593.97|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços
1507706|72|283|0.25|0.75|PA|26974|São Sebastião da Boa Vista|58723|5337|34563|105473|204096|5167|209263|7956.47|Administração, defesa, educação e saúde públicas e seguridade social|Produção florestal, pesca e aquicultura|Demais serviços
1507755|86|103|0.83|0.17|PA|6009|Sapucaia|32706|6005|23985|29890|92587|6990|99576|17024.48|Administração, defesa, educação e saúde públicas e seguridade social|Pecuária, inclusive apoio à pecuária|Demais serviços
1507805|104|281|0.37|0.63|PA|11480|Senador José Porfírio|41057|6047|28146|55152|130402|5169|135571|11451.18|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita
1507904|209|605|0.35|0.65|PA|25565|Soure|32425|7212|48356|93394|181387|6705|188093|7469.63|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Pecuária, inclusive apoio à pecuária
1507953|840|1521|0.55|0.45|PA|108969|Tailândia|86726|103559|271989|357917|820190|77552|897743|8660.12|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita
1507961|54|146|0.37|0.63|PA|11847|Terra Alta|6955|3175|15088|43225|68444|1965|70408|6074.40|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita
1507979|108|312|0.35|0.65|PA|18917|Terra Santa|15880|311076|90308|83708|500972|9449|510421|27414.00|Indústrias extrativas|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social
1508001|455|1010|0.45|0.55|PA|64030|Tomé-Açu|103085|53382|206651|258290|621407|46447|667854|10625.48|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita
1508035|164|361|0.45|0.55|PA|31257|Tracuateua|45446|7885|37851|118896|210078|5623|215701|7036.19|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços
1508050|421|413|1.02|-0.02|PA|19168|Trairão|89345|14957|93811|71956|270069|24058|294127|15639.24|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços
1508084|571|1027|0.56|0.44|PA|40136|Tucumã|91662|121549|300341|155956|669508|109175|778684|19936.09|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Comércio e reparação de veículos automotores e motocicletas
1508100|1218|2287|0.53|0.47|PA|115144|Tucuruí|76295|6237196|550030|513991|7377512|104442|7481954|66715.00|Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços
1508126|278|476|0.58|0.42|PA|60761|Ulianópolis|816638|116159|165702|193333|1291833|38352|1330185|23080.67|Agricultura, inclusive apoio à agricultura e a pós colheita|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços
1508159|494|798|0.62|0.38|PA|45435|Uruará|158466|28587|157640|168780|513472|32138|545610|11986.94|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita
1508209|470|1154|0.41|0.59|PA|54172|Vigia|67463|17042|105339|174511|364356|17985|382340|7188.06|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Produção florestal, pesca e aquicultura
1508308|444|821|0.54|0.46|PA|61751|Viseu|151780|17311|77648|227412|474151|12512|486664|7971.69|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços
1508357|75|218|0.34|0.66|PA|15279|Vitória do Xingu|58591|4048396|120192|87552|4314730|60981|4375711|291967.12|Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação|Construção|Administração, defesa, educação e saúde públicas e seguridade social
1508407|763|1339|0.57|0.43|PA|45086|Xinguara|114067|254128|421148|192513|981856|244672|1226527|27618.27|Demais serviços|Indústrias de transformação|Administração, defesa, educação e saúde públicas e seguridade social
1600055|13|109|0.12|0.88|AP|5488|Serra do Navio|3211|5821|11894|51317|72243|2947|75190|14170.75|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação
1600105|20|127|0.16|0.84|AP|9187|Amapá|22562|3616|27651|79524|133354|3911|137265|15202.70|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Produção florestal, pesca e aquicultura
1600154|63|152|0.41|0.59|AP|17067|Pedra Branca do Amapari|5315|82857|45111|149665|282948|28148|311096|19527.69|Administração, defesa, educação e saúde públicas e seguridade social|Indústrias de transformação|Demais serviços
1600204|55|128|0.43|0.57|AP|11306|Calçoene|13621|16213|33283|95393|158510|5695|164205|15028.84|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Comércio e reparação de veículos automotores e motocicletas
1600212|13|34|0.38|0.62|AP|6101|Cutias|16695|1107|6887|50581|75270|927|76197|12993.99|Administração, defesa, educação e saúde públicas e seguridade social|Pecuária, inclusive apoio à pecuária|Demais serviços
1600238|22|154|0.14|0.86|AP|7967|Ferreira Gomes|15683|407345|24264|82300|529592|3820|533412|70268.95|Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços
1600253|6|45|0.13|0.87|AP|5617|Itaubal|9404|1372|8004|49857|68637|542|69178|12841.72|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita
1600279|345|740|0.47|0.53|AP|51362|Laranjal do Jari|11272|247164|177109|444312|879858|22666|902523|18252.70|Administração, defesa, educação e saúde públicas e seguridade social|Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação|Demais serviços
1600303|4244|13907|0.31|0.69|AP|512902|Macapá|58239|786530|5003602|4217137|10065508|884141|10949649|22181.72|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Comércio e reparação de veículos automotores e motocicletas
1600402|54|201|0.27|0.73|AP|22053|Mazagão|24203|11658|34215|184261|254337|3783|258121|12172.06|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Produção florestal, pesca e aquicultura
1600501|392|715|0.55|0.45|AP|27906|Oiapoque|15271|25328|122795|238597|401991|24132|426123|16003.40|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Comércio e reparação de veículos automotores e motocicletas
1600535|65|320|0.20|0.80|AP|22452|Porto Grande|24850|38306|69193|194448|326798|13385|340183|15834.25|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita
1600550|11|56|0.20|0.80|AP|5246|Pracuúba|15074|976|5217|45424|66690|599|67289|13476.77|Administração, defesa, educação e saúde públicas e seguridade social|Produção florestal, pesca e aquicultura|Demais serviços
1600600|795|2430|0.33|0.67|AP|123096|Santana|16565|175803|736179|1014889|1943437|126667|2070104|17307.11|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Comércio e reparação de veículos automotores e motocicletas
1600709|56|202|0.28|0.72|AP|17769|Tartarugalzinho|35580|11697|24568|148991|220836|4436|225272|13365.27|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Produção florestal, pesca e aquicultura
1600808|130|213|0.61|0.39|AP|16254|Vitória do Jari|6463|11107|24168|143271|185009|4391|189400|12137.17|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Construção
1700251|29|117|0.25|0.75|TO|2594|Abreulândia|23789|1243|7510|18409|50951|1451|52402|20437.67|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita|Pecuária, inclusive apoio à pecuária
1700301|43|97|0.44|0.56|TO|6892|Aguiarnópolis|8518|10104|48070|41275|107967|16936|124903|19005.39|Administração, defesa, educação e saúde públicas e seguridade social|Comércio e reparação de veículos automotores e motocicletas|Demais serviços
1700350|182|227|0.80|0.20|TO|5346|Aliança do Tocantins|24073|3976|34373|34496|96919|6616|103535|19053.15|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Comércio e reparação de veículos automotores e motocicletas
1700400|138|224|0.62|0.38|TO|6979|Almas|79923|4165|19653|43148|146888|5107|151995|21314.69|Produção florestal, pesca e aquicultura|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita
1700707|231|382|0.60|0.40|TO|8396|Alvorada|61609|39555|84399|50479|236041|35636|271677|32238.90|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita
1701002|250|350|0.71|0.29|TO|9492|Ananás|29897|3684|31144|58952|123677|7379|131057|13641.79|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Pecuária, inclusive apoio à pecuária
1701051|87|68|1.28|-0.28|TO|3454|Angico|5453|1097|5694|22785|35029|1026|36055|10551.65|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Pecuária, inclusive apoio à pecuária
1701101|95|157|0.61|0.39|TO|4848|Aparecida do Rio Negro|47620|3134|15770|32493|99017|3262|102280|21573.46|Agricultura, inclusive apoio à agricultura e a pós colheita|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços
1701309|44|100|0.44|0.56|TO|5731|Aragominas|18009|1245|7322|36318|62894|1454|64348|11121.31|Administração, defesa, educação e saúde públicas e seguridade social|Pecuária, inclusive apoio à pecuária|Demais serviços
1701903|73|216|0.34|0.66|TO|7155|Araguacema|53912|3224|20160|44930|122226|4227|126453|18023.53|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços
1702000|256|325|0.79|0.21|TO|8467|Araguaçu|77490|5849|45971|54550|183860|8541|192401|22458.34|Pecuária, inclusive apoio à pecuária|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços
1702109|5071|9192|0.55|0.45|TO|183381|Araguaína|54041|538639|2226153|1069144|3887977|499526|4387503|24715.96|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Comércio e reparação de veículos automotores e motocicletas
1702158|47|154|0.31|0.69|TO|5793|Araguanã|14680|2617|10783|35874|63953|2062|66015|11657.29|Administração, defesa, educação e saúde públicas e seguridade social|Pecuária, inclusive apoio à pecuária|Demais serviços
1702208|405|889|0.46|0.54|TO|36170|Araguatins|34784|17346|137684|211475|401290|25002|426292|12060.54|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Comércio e reparação de veículos automotores e motocicletas
1702307|175|283|0.62|0.38|TO|6616|Arapoema|27497|173234|42764|39862|283358|5267|288624|43272.03|Construção|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços
1702406|178|363|0.49|0.51|TO|10534|Arraias|35787|12618|43479|66691|158574|26946|185520|17500.23|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Pecuária, inclusive apoio à pecuária
1702554|339|683|0.50|0.50|TO|18643|Augustinópolis|11447|15195|102519|106654|235815|17971|253786|13961.17|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Comércio e reparação de veículos automotores e motocicletas
1702703|45|99|0.45|0.55|TO|3783|Aurora do Tocantins|9611|1748|6362|23029|40750|1321|42071|11275.99|Administração, defesa, educação e saúde públicas e seguridade social|Pecuária, inclusive apoio à pecuária|Demais serviços
1702901|151|270|0.56|0.44|TO|9787|Axixá do Tocantins|17607|3543|26936|67103|115189|5388|120577|12398.62|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita
1703008|126|197|0.64|0.36|TO|10666|Babaçulândia|23559|3775|13094|62173|102601|2814|105415|9887.00|Administração, defesa, educação e saúde públicas e seguridade social|Pecuária, inclusive apoio à pecuária|Demais serviços
1703057|70|113|0.62|0.38|TO|3592|Bandeirantes do Tocantins|26340|50793|15381|25637|118152|2161|120313|34257.69|Indústrias extrativas|Administração, defesa, educação e saúde públicas e seguridade social|Pecuária, inclusive apoio à pecuária
1703073|35|99|0.35|0.65|TO|4632|Barra do Ouro|15140|1572|8711|28951|54374|1758|56131|12339.29|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços
1703107|78|193|0.40|0.60|TO|5651|Barrolândia|15215|8928|26908|36014|87066|6667|93732|16696.13|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Comércio e reparação de veículos automotores e motocicletas
1703206|93|160|0.58|0.42|TO|4448|Bernardo Sayão|24117|3084|12528|29598|69328|5419|74747|16725.68|Administração, defesa, educação e saúde públicas e seguridade social|Pecuária, inclusive apoio à pecuária|Demais serviços
1703305|68|139|0.49|0.51|TO|5008|Bom Jesus do Tocantins|27295|6585|8928|29506|72313|1702|74016|15487.70|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços
1703602|34|52|0.65|0.35|TO|2211|Brasilândia do Tocantins|6874|1084|12270|17469|37698|3358|41055|18738.17|Administração, defesa, educação e saúde públicas e seguridade social|Pecuária, inclusive apoio à pecuária|Demais serviços
1703701|167|190|0.88|0.12|TO|5519|Brejinho de Nazaré|131827|3677|17885|35520|188908|4700|193608|35362.17|Produção florestal, pesca e aquicultura|Agricultura, inclusive apoio à agricultura e a pós colheita|Administração, defesa, educação e saúde públicas e seguridade social
1703800|145|217|0.67|0.33|TO|11497|Buriti do Tocantins|6546|4135|19225|63410|93316|4452|97767|8731.58|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Pecuária, inclusive apoio à pecuária
1703826|38|99|0.38|0.62|TO|2284|Cachoeirinha|3586|661|4685|17326|26257|956|27213|12009.39|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Pecuária, inclusive apoio à pecuária
