cod_mun|DAS_pagos|qtd_optantes|adimplencia|inadimplencia|uf|qtd_populacao_estimada|nm_municipio|vlr_adic_bruto_agropecuaria|vlr_adic_bruto_industria|vlr_adic_bruto_servicos|vlr_adic_bruto_administracao|vlr_adic_bruto_total|impostos_liquidos_sobre_produtos|pib|pib_per_capita|atividade_maior_vlr_adic_bruto|atividade_2maior_vlr_adic_bruto|atividade_3maior_vlr_adic_bruto
3507456|84|165|0.51|0.49|SP|2683|Borebi|20366|2799|21143|16908|61215|4063|65278|24905.82|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita
3507506|6227|11399|0.55|0.45|SP|148130|Botucatu|201068|1090166|2449999|471018|4212251|411158|4623409|31925.21|Demais serviços|Indústrias de transformação|Administração, defesa, educação e saúde públicas e seguridade social
3507605|7182|11640|0.62|0.38|SP|170533|Bragança Paulista|45222|1606000|3270518|622758|5544498|761009|6305507|37813.45|Demais serviços|Indústrias de transformação|Comércio e reparação de veículos automotores e motocicletas
3507704|338|426|0.79|0.21|SP|5741|Braúna|22539|8301|37740|25767|94348|3815|98163|17435.66|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita
3507753|65|138|0.47|0.53|SP|2889|Brejo Alegre|9666|21261|27648|19178|77753|5406|83159|29271.06|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Indústrias de transformação
3507803|1177|1775|0.66|0.34|SP|25277|Brodowski|42711|158397|299883|104287|605278|63702|668980|27203.14|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Indústrias de transformação
3507902|983|1481|0.66|0.34|SP|24636|Brotas|89950|67275|335358|107399|599982|57872|657854|27225.67|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita
3508009|511|917|0.56|0.44|SP|19965|Buri|124864|42021|142974|83534|393393|20313|413706|20905.86|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita|Administração, defesa, educação e saúde públicas e seguridade social
3508108|1013|1522|0.67|0.33|SP|17281|Buritama|45383|248558|233663|72769|600373|35290|635662|37385.31|Demais serviços|Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação|Administração, defesa, educação e saúde públicas e seguridade social
3508207|144|238|0.60|0.40|SP|4514|Buritizal|33030|62238|47219|26475|168962|9004|177965|40019.23|Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita
3508306|204|372|0.55|0.45|SP|4243|Cabrália Paulista|17786|14285|24738|21784|78593|3957|82550|19260.49|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Indústrias de transformação
3508405|1420|2800|0.51|0.49|SP|50429|Cabreúva|28790|1129792|2258780|223327|3640689|1036453|4677142|95518.16|Comércio e reparação de veículos automotores e motocicletas|Demais serviços|Indústrias de transformação
3508504|2614|5033|0.52|0.48|SP|95018|Caçapava|16110|1614162|1638579|354905|3623755|694689|4318445|46192.50|Indústrias de transformação|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social
3508603|1171|1931|0.61|0.39|SP|33581|Cachoeira Paulista|12629|62166|373201|128816|576812|31680|608492|18401.78|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Comércio e reparação de veículos automotores e motocicletas
3508702|900|1423|0.63|0.37|SP|19009|Caconde|93930|34290|149513|70846|348579|8763|357342|18846.16|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita|Administração, defesa, educação e saúde públicas e seguridade social
3508801|649|1006|0.65|0.35|SP|17843|Cafelândia|91768|96275|198639|76562|463244|41788|505033|28550.67|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita|Indústrias de transformação
3508900|127|187|0.68|0.32|SP|4193|Caiabu|14145|3730|19146|19597|56618|1596|58214|13893.64|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita
3509007|3455|6300|0.55|0.45|SP|102775|Caieiras|1801|1207824|1464205|376675|3050504|505809|3556312|35517.31|Demais serviços|Indústrias de transformação|Administração, defesa, educação e saúde públicas e seguridade social
3509106|58|147|0.39|0.61|SP|5946|Caiuá|21013|2990|20015|28169|72187|3424|75611|13036.29|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita
3509205|2628|5018|0.52|0.48|SP|77934|Cajamar|378|2092852|10499318|396705|12989253|3980858|16970111|224359.59|Comércio e reparação de veículos automotores e motocicletas|Demais serviços|Indústrias de transformação
3509254|902|1363|0.66|0.34|SP|28494|Cajati|185772|565118|392839|120892|1264622|187854|1452475|50776.98|Indústrias de transformação|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita
3509304|343|531|0.65|0.35|SP|10596|Cajobi|25519|7724|72557|42094|147894|8072|155966|14873.72|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita
3509403|759|1257|0.60|0.40|SP|26393|Cajuru|64653|112578|233266|100809|511305|60860|572165|22061.52|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Indústrias de transformação
3509452|306|411|0.74|0.26|SP|6057|Campina do Monte Alegre|19009|12689|43244|28708|103650|5001|108651|18135.71|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita
3509502|51145|88355|0.58|0.42|SP|1213792|Campinas|95478|9362866|36597970|4599178|50655492|10741771|61397263|51417.44|Demais serviços|Comércio e reparação de veículos automotores e motocicletas|Indústrias de transformação
3509601|2640|5107|0.52|0.48|SP|85541|Campo Limpo Paulista|6303|613185|910395|311231|1841113|269935|2111048|25211.06|Demais serviços|Indústrias de transformação|Administração, defesa, educação e saúde públicas e seguridade social
3509700|2289|4488|0.51|0.49|SP|52405|Campos do Jordão|3741|122893|828233|218073|1172940|74936|1247875|24107.48|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Comércio e reparação de veículos automotores e motocicletas
3509809|79|198|0.40|0.60|SP|4997|Campos Novos Paulista|54291|8838|48460|24305|135894|5885|141778|28746.56|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social
3509908|534|1044|0.51|0.49|SP|12541|Cananéia|29644|77893|122563|60439|290539|10118|300657|23977.74|Demais serviços|Indústrias extrativas|Administração, defesa, educação e saúde públicas e seguridade social
3509957|103|319|0.32|0.68|SP|5204|Canas|2500|15298|51622|24489|93909|10670|104580|20623.06|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Comércio e reparação de veículos automotores e motocicletas
3510005|943|1547|0.61|0.39|SP|31346|Cândido Mota|90112|186524|619492|118194|1014323|152151|1166474|37372.60|Demais serviços|Comércio e reparação de veículos automotores e motocicletas|Administração, defesa, educação e saúde públicas e seguridade social
3510104|78|161|0.48|0.52|SP|2799|Cândido Rodrigues|32329|10997|35676|15551|94554|5547|100101|35917.03|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social
3510153|151|262|0.58|0.42|SP|5292|Canitar|6743|89774|50463|24275|171255|17413|188668|36713.02|Indústrias de transformação|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social
3510203|1740|2832|0.61|0.39|SP|47118|Capão Bonito|146910|89200|431603|187990|855703|50760|906463|19221.42|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita
3510302|677|1110|0.61|0.39|SP|20985|Capela do Alto|28094|25600|119490|82430|255613|16858|272471|13344.01|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Comércio e reparação de veículos automotores e motocicletas
3510401|1621|2705|0.60|0.40|SP|56379|Capivari|52607|676713|816539|240324|1786184|273520|2059704|37353.40|Demais serviços|Indústrias de transformação|Administração, defesa, educação e saúde públicas e seguridade social
3510500|4262|9422|0.45|0.55|SP|123389|Caraguatatuba|13190|453272|2034427|597274|3098163|227757|3325920|27802.88|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Comércio e reparação de veículos automotores e motocicletas
3510609|11195|24704|0.45|0.55|SP|403183|Carapicuíba|228|800616|3341592|1103519|5245955|499356|5745311|14413.33|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Comércio e reparação de veículos automotores e motocicletas
3510708|511|899|0.57|0.43|SP|12349|Cardoso|60269|14163|118742|52461|245636|9903|255539|20770.49|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita
3510807|1038|1708|0.61|0.39|SP|30520|Casa Branca|177325|63988|398487|127987|767788|63380|831168|27488.44|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita|Administração, defesa, educação e saúde públicas e seguridade social
3510906|118|177|0.67|0.33|SP|2505|Cássia dos Coqueiros|98519|5884|26285|16795|147483|1433|148915|58581.94|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social
3511003|479|904|0.53|0.47|SP|21267|Castilho|63838|299977|320046|105135|788997|75947|864944|41708.15|Indústrias de transformação|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social
3511102|4617|7352|0.63|0.37|SP|122497|Catanduva|45096|796145|2480016|503665|3824922|370299|4195221|34611.18|Demais serviços|Indústrias de transformação|Administração, defesa, educação e saúde públicas e seguridade social
3511201|218|277|0.79|0.21|SP|7855|Catiguá|18600|6534|53143|31893|110170|6723|116893|15079.11|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita
3511300|404|617|0.65|0.35|SP|9346|Cedral|27529|81152|119585|42948|271214|41211|312425|34238.37|Demais serviços|Indústrias de transformação|Administração, defesa, educação e saúde públicas e seguridade social
3511409|655|1225|0.53|0.47|SP|20191|Cerqueira César|66267|168655|238631|88197|561750|43437|605187|30605.21|Demais serviços|Indústrias de transformação|Administração, defesa, educação e saúde públicas e seguridade social
3511508|1998|2780|0.72|0.28|SP|49802|Cerquilho|52010|592816|749666|187770|1582261|250965|1833225|38133.41|Demais serviços|Indústrias de transformação|Administração, defesa, educação e saúde públicas e seguridade social
3511607|465|757|0.61|0.39|SP|18375|Cesário Lange|32130|74964|213731|73050|393875|38379|432254|24128.03|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Indústrias de transformação
3511706|589|936|0.63|0.37|SP|17367|Charqueada|20487|96992|142036|62527|322042|31864|353905|20806.95|Demais serviços|Indústrias de transformação|Administração, defesa, educação e saúde públicas e seguridade social
3511904|208|336|0.62|0.38|SP|8757|Clementina|16458|63115|87931|33666|201170|18639|219809|25945.35|Demais serviços|Indústrias de transformação|Administração, defesa, educação e saúde públicas e seguridade social
3512001|622|957|0.65|0.35|SP|18535|Colina|68041|399240|428167|88474|983922|123971|1107893|60218.14|Indústrias de transformação|Demais serviços|Comércio e reparação de veículos automotores e motocicletas
3512100|204|331|0.62|0.38|SP|6216|Colômbia|124284|68459|77120|39809|309672|20374|330046|53207.43|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços|Indústrias de transformação
3512209|810|996|0.81|0.19|SP|28273|Conchal|44992|177019|289091|117899|629002|63284|692286|24884.49|Demais serviços|Indústrias de transformação|Administração, defesa, educação e saúde públicas e seguridade social
3512308|402|750|0.54|0.46|SP|18019|Conchas|60644|29104|168097|73713|331558|20834|352392|19830.73|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Pecuária, inclusive apoio à pecuária
3512407|1100|1464|0.75|0.25|SP|24826|Cordeirópolis|47987|787162|1401246|144639|2381034|441188|2822222|116519.63|Comércio e reparação de veículos automotores e motocicletas|Indústrias de transformação|Demais serviços
3512506|285|392|0.73|0.27|SP|6129|Coroados|40364|29322|58999|24976|153661|11843|165504|27648.49|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita|Administração, defesa, educação e saúde públicas e seguridade social
3512605|115|158|0.73|0.27|SP|4635|Coronel Macedo|23441|7098|21206|22467|74211|2660|76871|16258.72|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços
3512704|115|158|0.73|0.27|SP|4064|Corumbataí|26288|11200|146736|23729|207953|40609|248561|61418.68|Comércio e reparação de veículos automotores e motocicletas|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social
